1306568351	20250529	202505	2025	2025.4082	COP	PRISON						COP			GOV	ADMINISTRATION						GOV			1	075	075	07	2	7.0	6	1	6	-5.56291390728476	1	Guyana	GY	GY		5	-59	GY	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568352	20250529	202505	2025	2025.4082	COP	PRISON						COP			GOV	ADMINISTRATION						GOV			1	173	173	17	4	-5.0	6	1	6	-5.56291390728476	1	Guyana	GY	GY		5	-59	GY	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568353	20250529	202505	2025	2025.4082	COP	PRISON						COP			USAGOV	UNITED STATES	USA					GOV			1	075	075	07	2	7.0	4	1	4	-5.56291390728476	1	Guyana	GY	GY		5	-59	GY	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568354	20250529	202505	2025	2025.4082	COP	PRISON						COP			USAGOV	UNITED STATES	USA					GOV			1	173	173	17	4	-5.0	2	1	2	-5.56291390728476	1	Guyana	GY	GY		5	-59	GY	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	1	Guyana	GY	GY		5	-59	GY	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568355	20250529	202505	2025	2025.4082	COP	PRISON						COP			USAGOV	UNITED STATES	USA					GOV			1	173	173	17	4	-5.0	2	1	2	-5.56291390728476	1	Guyana	GY	GY		5	-59	GY	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568356	20250529	202505	2025	2025.4082	GOV	ATTORNEY GENERAL						GOV			USA	SAN FRANCISCO	USA								1	115	115	11	3	-2.0	2	1	2	-3.85756676557864	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20260529183000	https://abcnews.com/GMA/News/23andme-accused-failing-protect-user-data-new-lawsuit/story?id=133414032
1306568357	20250529	202505	2025	2025.4082	GOV	ATTORNEY GENERAL						GOV			USAJUD	SAN FRANCISCO	USA					JUD			1	115	115	11	3	-2.0	6	1	6	-3.85756676557864	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20260529183000	https://abcnews.com/GMA/News/23andme-accused-failing-protect-user-data-new-lawsuit/story?id=133414032
1306568358	20250529	202505	2025	2025.4082	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	6	1	6	-5.56291390728476	3	Des Moines, Iowa, United States	US	USIA	IA153	41.6005	-93.6091	465961	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568359	20250529	202505	2025	2025.4082	USA	IOWA	USA								EDU	SCHOOL						EDU			1	173	173	17	4	-5.0	4	1	4	-5.56291390728476	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20260529183000	https://www.thehour.com/news/article/former-iowa-superintendent-to-be-sentenced-for-22281887.php
1306568360	20250529	202505	2025	2025.4082	USAGOV	UNITED STATES	USA					GOV			USA	SAN FRANCISCO	USA								1	115	115	11	3	-2.0	2	1	2	-3.85756676557864	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20260529183000	https://abcnews.com/GMA/News/23andme-accused-failing-protect-user-data-new-lawsuit/story?id=133414032
1306568361	20260429	202604	2026	2026.3260											USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-6.15384615384615	0								3	Big Spring, Texas, United States	US	USTX		32.2504	-101.479	1330654	3	Big Spring, Texas, United States	US	USTX		32.2504	-101.479	1330654	20260529183000	https://www.firstalert7.com/2026/05/29/texas-rangers-law-enforcement-solve-1997-midland-sexual-assault-case/
1306568362	20260429	202604	2026	2026.3260	GOV	KING						GOV													0	010	010	01	1	0.0	10	1	10	1.88235294117647	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	0								4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	20260529183000	https://www.geo.tv/latest/666506-tearful-palace-moment-clip-resurfaces-unforgettable
1306568363	20260429	202604	2026	2026.3260	GOV	ATTORNEY GENERAL						GOV			USA	UNITED STATES	USA								0	160	160	16	4	-4.0	4	1	4	-1.82946749428291	3	Rayburn House Office Building, District of Columbia, United States	US	USDC	DC001	38.8868	-77.0105	528876	3	Rayburn House Office Building, District of Columbia, United States	US	USDC		38.8868	-77.0105	528876	3	Rayburn House Office Building, District of Columbia, United States	US	USDC		38.8868	-77.0105	528876	20260529183000	https://www.thehour.com/news/politics/article/the-latest-us-and-iranian-reach-tentative-deal-22282146.php
1306568364	20260429	202604	2026	2026.3260	MLT	MALTA	MLT																		1	172	172	17	4	-5.0	2	1	2	-2.88957688338493	1	Malta	MT	MT		35.916667	14.433333	MT	0								1	Malta	MT	MT		35.916667	14.433333	MT	20260529183000	https://www.chroniclelive.co.uk/news/north-east-news/newcastle-chef-who-impressed-gordon-34031164
1306568365	20260429	202604	2026	2026.3260	USA	TEXAS	USA																		1	173	173	17	4	-5.0	6	1	6	-6.15384615384615	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Big Spring, Texas, United States	US	USTX		32.2504	-101.479	1330654	20260529183000	https://www.firstalert7.com/2026/05/29/texas-rangers-law-enforcement-solve-1997-midland-sexual-assault-case/
1306568366	20260429	202604	2026	2026.3260	USA	UNITED STATES	USA																		1	180	180	18	4	-9.0	4	1	4	-6.15384615384615	3	Big Spring, Texas, United States	US	USTX	TX227	32.2504	-101.479	1330654	0								3	Big Spring, Texas, United States	US	USTX		32.2504	-101.479	1330654	20260529183000	https://www.firstalert7.com/2026/05/29/texas-rangers-law-enforcement-solve-1997-midland-sexual-assault-case/
1306568367	20260429	202604	2026	2026.3260	USA	TEXAS	USA																		1	180	180	18	4	-9.0	6	1	6	-6.15384615384615	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								3	Big Spring, Texas, United States	US	USTX		32.2504	-101.479	1330654	20260529183000	https://www.firstalert7.com/2026/05/29/texas-rangers-law-enforcement-solve-1997-midland-sexual-assault-case/
1306568368	20260522	202605	2026	2026.3890	AFR	AFRICA	AFR								KEN	KENYA	KEN								1	036	036	03	1	4.0	4	1	4	3.47826086956522	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20260529183000	https://www.channelafrica.co.za/channelafrica/news/sa-president-to-host-kenyan-counterpart-ruto-next-week/
1306568369	20260522	202605	2026	2026.3890	DEU	HANOVER	DEU																		1	023	023	02	1	3.4	10	1	10	-6.28930817610063	0								0								0								20260529183000	https://www.wect.com/2026/05/29/authorities-searching-suspect-armed-robbery-new-hanover-co-convenience-store/
